,Index
2019-04-26,MWG-STB-HPG
2019-05-02,HPG-MWG-STB
2019-05-03,HPG-MWG-STB
2019-05-06,HPG-MWG-STB
2019-05-07,HPG-MWG-NT2
2019-05-08,HPG-MWG-NT2
2019-05-09,HPG-MWG-NT2
2019-05-10,HPG-MWG-NT2
2019-05-13,HPG-MWG-BMP
2019-05-14,HPG-MWG-NT2
2019-05-15,MWG-NT2-DPM
2019-05-16,MWG-NT2-DPM
2019-05-17,MWG-NT2-DPM
2019-05-20,MWG-NT2-DPM
2019-05-21,NT2-DPM-MWG
2019-05-22,NT2-DPM-KDC
2019-05-23,NT2-DPM-KDC
2019-05-24,NT2-DPM-KDC
2019-05-27,NT2-DPM-KDC
2019-05-28,NT2-REE-DPM
2019-05-29,NT2-DHG-DPM
2019-05-30,NT2-DHG-DPM
2019-05-31,NT2-CII-DHG
2019-06-03,NT2-REE-CII
2019-06-04,NT2-REE-CII
2019-06-05,NT2-CII-REE
2019-06-06,CII-NT2-GAS
2019-06-07,CII-NT2-MBB
2019-06-10,REE-NT2-MBB
2019-06-11,REE-NT2-MBB
2019-06-12,REE-NT2-MBB
2019-06-13,NT2-MBB-SBT
2019-06-14,NT2-MBB-REE
2019-06-17,REE-NT2-SBT
2019-06-18,REE-NT2-VNM
2019-06-19,REE-NT2-VNM
2019-06-20,NT2-SBT-VNM
2019-06-21,NT2-REE-VNM
2019-06-24,REE-NT2-SBT
2019-06-25,NT2-VNM-HSG
2019-06-26,REE-HSG-NT2
2019-06-27,HSG-REE-FPT
2019-06-28,HSG-REE-FPT
2019-07-01,HSG-GMD-FPT
2019-07-02,HSG-GMD-FPT
2019-07-03,HSG-FPT-GMD
2019-07-04,HSG-GMD-BMP
2019-07-05,HSG-GMD-BMP
2019-07-08,HSG-GMD-REE
2019-07-09,HSG-FPT-CII
2019-07-10,FPT-HSG-GMD
2019-07-11,HSG-MWG-GMD
2019-07-12,MWG-GMD-HSG
2019-07-15,MWG-GMD-MBB
2019-07-16,FPT-MWG-CII
2019-07-17,FPT-MWG-GMD
2019-07-18,MWG-FPT-GMD
2019-07-19,MWG-KDC-GMD
2019-07-22,MWG-KDC-FPT
2019-07-23,KDC-GMD-FPT
2019-07-24,KDC-CTD-FPT
2019-07-25,KDC-FPT-CTD
2019-07-26,KDC-FPT-CTD
2019-07-29,KDC-DHG-CTD
2019-07-30,KDC-FPT-MBB
2019-07-31,KDC-FPT-DHG
2019-08-01,KDC-DHG-FPT
2019-08-02,KDC-DHG-FPT
2019-08-05,MWG-KDC-FPT
2019-08-06,SBT-FPT-KDC
2019-08-07,SBT-FPT-KDC
2019-08-08,SBT-FPT-MWG
2019-08-09,SBT-FPT-MWG
2019-08-12,SBT-BMP-FPT
2019-08-13,SBT-FPT-BMP
2019-08-14,SBT-BMP-FPT
2019-08-15,SBT-BMP-DPM
2019-08-16,SBT-BMP-DPM
2019-08-19,SBT-BMP-DPM
2019-08-20,SBT-BMP-DPM
2019-08-21,SBT-KDC-HSG
2019-08-22,KDC-SBT-HSG
2019-08-23,KDC-HSG-SBT
2019-08-26,KDC-SBT-DPM
2019-08-27,KDC-HSG-DPM
2019-08-28,KDC-HSG-DPM
2019-08-29,KDC-HSG-DPM
2019-08-30,KDC-HSG-DPM
2019-09-03,KDC-DPM-HSG
2019-09-04,KDC-DPM-CTD
2019-09-05,KDC-DPM-CTD
2019-09-06,KDC-DPM-SBT
2019-09-09,KDC-DPM-SBT
2019-09-10,KDC-DPM-SBT
2019-09-11,KDC-DPM-CII
2019-09-12,CII-KDC-DPM
2019-09-13,CII-DPM-SBT
2019-09-16,CII-DPM-SBT
2019-09-17,CII-DPM-SBT
2019-09-18,CII-DPM-SBT
2019-09-19,CII-SBT-DPM
2019-09-20,CII-SBT-DPM
2019-09-23,SBT-CII-STB
2019-09-24,SBT-STB-DPM
2019-09-25,SBT-STB-CII
2019-09-26,SBT-STB-DPM
2019-09-27,SBT-STB-DPM
2019-09-30,SBT-STB-DPM
2019-10-01,STB-SBT-DPM
2019-10-02,SBT-STB-DHG
2019-10-03,SBT-STB-DHG
2019-10-04,SBT-STB-HSG
2019-10-07,SBT-STB-HSG
2019-10-08,SBT-STB-HSG
2019-10-09,SBT-STB-HSG
2019-10-10,SBT-HSG-STB
2019-10-11,HSG-SBT-STB
2019-10-14,SBT-HSG-KDC
2019-10-15,HSG-KDC-SBT
2019-10-16,HSG-KDC-SSI
2019-10-17,HSG-KDC-SSI
2019-10-18,HSG-KDC-SSI
2019-10-21,HSG-KDC-SBT
2019-10-22,HSG-KDC-SSI
2019-10-23,HSG-KDC-SSI
2019-10-24,HSG-SSI-KDC
2019-10-25,HSG-SSI-KDC
2019-10-28,SBT-SSI-HSG
2019-10-29,SSI-KDC-HSG
2019-10-30,KDC-SBT-HSG
2019-10-31,KDC-SBT-REE
2019-11-01,KDC-SBT-HSG
2019-11-04,SBT-KDC-REE
2019-11-05,KDC-REE-SBT
2019-11-06,KDC-REE-SBT
2019-11-07,KDC-SSI-NT2
2019-11-08,SSI-KDC-NT2
2019-11-11,SSI-KDC-NT2
2019-11-12,SSI-KDC-NT2
2019-11-13,SSI-NT2-KDC
2019-11-14,SSI-NT2-KDC
2019-11-15,SSI-NT2-KDC
2019-11-18,SSI-NT2-SBT
2019-11-19,NT2-SSI-KDC
2019-11-20,VCB-NT2-SSI
2019-11-21,VCB-NT2-CTD
2019-11-22,NT2-CTD-VCB
2019-11-25,NT2-VCB-PNJ
2019-11-26,NT2-PNJ-MSN
2019-11-27,NT2-PNJ-CTD
2019-11-28,NT2-CTD-PNJ
2019-11-29,NT2-PNJ-CTD
2019-12-02,NT2-SBT-PNJ
2019-12-03,NT2-CTD-PNJ
2019-12-04,NT2-PNJ-CTD
2019-12-05,NT2-PNJ-FPT
2019-12-06,NT2-FPT-CTD
2019-12-09,NT2-DHG-SBT
2019-12-10,DHG-NT2-FPT
2019-12-11,DHG-NT2-FPT
2019-12-12,DHG-NT2-FPT
2019-12-13,DHG-NT2-FPT
2019-12-16,DHG-NT2-SBT
2019-12-17,DHG-NT2-FPT
