,Long
2015-04-10,0.0036171390881527543
2015-04-13,0.0047258158807247
2015-04-14,-0.034013954286895944
2015-04-15,-0.0033268376613452277
2015-04-16,-0.040641211448230186
2015-04-17,-0.020539125515172268
2015-04-20,-0.03340641815084492
2015-04-21,-0.0405276033187146
2015-04-22,-0.012854192469855382
2015-04-23,-0.016806605284140946
2015-04-24,-0.02210251691535899
2015-04-27,-0.03517326079798607
2015-05-04,-0.09662103647330318
2015-05-05,-0.10612681235071282
2015-05-06,-0.03522842913411298
2015-05-07,-0.007386231983515364
2015-05-08,-0.014575771882784286
2015-05-11,0.017429545576072753
2015-05-12,0.04171434035217506
2015-05-13,0.05175909230941311
2015-05-14,0.0749427108725395
2015-05-15,0.009285994400026013
2015-05-18,0.09862232931261798
2015-05-19,0.06178688975717731
2015-05-20,0.023908483984898716
2015-05-21,0.015644115377282497
2015-05-22,0.05723224471053904
2015-05-25,0.008898135267610888
2015-05-26,0.0007896450328490253
2015-05-27,0.029732768014204953
2015-05-28,0.05260425410997449
2015-05-29,0.056923414656407566
2015-06-01,0.05695595578228022
2015-06-02,0.04081225624536011
2015-06-03,0.00956872083169428
2015-06-04,0.02144582249654962
2015-06-05,0.01465709304591356
2015-06-08,0.03824881048852761
2015-06-09,0.04041550710347871
2015-06-10,0.03841397156292866
2015-06-11,0.04410251005114437
2015-06-12,0.006773016938513769
2015-06-15,0.05742781010475125
2015-06-16,0.08446499778633106
2015-06-17,0.0624409997811551
2015-06-18,0.08935151501132554
2015-06-19,0.08797752016064904
2015-06-22,0.1497836247055865
2015-06-23,0.07098140009633618
2015-06-24,0.06024657760133686
2015-06-25,0.06318106156951948
2015-06-26,0.0858708576282335
2015-06-29,0.3153398239931622
2015-06-30,0.08034256488736014
2015-07-01,0.11952317415108256
2015-07-02,0.054531533166300106
2015-07-03,0.05887951040461573
2015-07-06,0.03483251506572623
2015-07-07,0.01576737745252658
2015-07-08,0.03832893897101967
2015-07-09,0.029328188534743466
2015-07-10,-0.009562545879087225
2015-07-13,-0.01789709172259509
2015-07-14,-0.012496008854348614
2015-07-15,-0.005488356343652893
2015-07-16,0.0013370665736700167
2015-07-17,0.019250982434229808
2015-07-20,0.003294111701945638
2015-07-21,0.0017640757205447481
2015-07-22,-0.015001418435240499
2015-07-23,-0.01805315115926324
2015-07-24,-0.017561965421528842
2015-07-27,0.026282860801491264
2015-07-28,0.02083646803377089
2015-07-29,-0.0054888520634361155
2015-07-30,-0.022930649153630966
2015-07-31,0.014221812055219921
2015-08-03,0.014470555563770601
2015-08-04,0.02624394797265539
2015-08-05,0.02283993396979959
2015-08-06,0.017182401219240973
2015-08-07,-0.04666704155375848
2015-08-10,-0.08655936957796613
2015-08-11,-0.028570947391112506
2015-08-12,-0.009708344492744603
2015-08-13,-0.0317279359057134
2015-08-14,-0.022923730302343032
2015-08-17,-0.0063069927194446445
2015-08-18,-0.010384569449420789
2015-08-19,-0.01781860706234099
2015-08-20,-0.015008351670025824
2015-08-21,-0.031117908846766313
2015-08-24,0.03492583931983181
2015-08-25,0.03955297793618562
2015-08-26,-0.002136853243580039
2015-08-27,-0.01265816785292558
2015-08-28,-0.011574997982077432
2015-08-31,0.001519683731952363
2015-09-01,-0.019952656797301443
2015-09-03,0.016773464213514222
2015-09-04,-0.0032510186620201185
2015-09-07,0.019806749565417243
2015-09-08,-0.001292571076536057
2015-09-09,-0.0080070478911618
2015-09-10,-0.004088338581905308
2015-09-11,0.0069443118022051165
2015-09-14,-0.010854910059622322
2015-09-15,0.006535947712418351
2015-09-16,-0.015060960178772268
2015-09-17,-0.0065785630481402695
2015-09-18,-0.012578616352201255
2015-09-21,-0.015460655572918128
2015-09-22,0.034594327776710676
2015-09-23,0.05031730451619746
2015-09-24,0.0789477377426883
2015-09-25,0.10577055289097174
2015-09-28,0.1335116835405187
2015-09-29,0.11299774939006224
2015-09-30,0.11859106571148459
2015-10-01,0.14341172198726992
2015-10-02,0.14341172198726992
2015-10-05,0.16318685642689537
2015-10-06,0.08427566964948356
2015-10-07,0.07138006985184002
2015-10-08,0.063176197729284
2015-10-09,0.03888393639429474
2015-10-12,0.041407494319605
2015-10-13,0.054630668118156867
2015-10-14,0.02875253659253733
2015-10-15,0.06085925129975852
2015-10-16,0.05049724172149883
2015-10-19,0.02630946775451637
2015-10-20,0.07235953343160324
2015-10-21,0.07396853594805368
2015-10-22,0.08204705490764826
2015-10-23,0.06720371447566043
2015-10-26,0.05691378011999807
2015-10-27,0.0500761339267648
2015-10-28,0.04659730531552286
2015-10-29,0.04681425804172031
2015-10-30,0.07703295228730218
2015-11-02,0.0809458249971761
2015-11-03,0.024238685558532813
2015-11-04,0.021974925225872927
2015-11-05,-0.025340322352211102
2015-11-06,-0.02504441885170901
2015-11-09,-0.02926168357059485
2015-11-10,-0.041987995329586636
2015-11-11,-0.035169491600865355
2015-11-12,-0.06143585868364251
2015-11-13,-0.08675870867447714
2015-11-16,-0.11383317122779257
2015-11-17,-0.1105043228032111
2015-11-18,-0.07965274327667642
2015-11-19,-0.07260594428110963
2015-11-20,-0.07896613181187546
2015-11-23,-0.09276874607416359
2015-11-24,-0.06238387517380358
2015-11-25,-0.0856904450577645
2015-11-26,-0.06299869845381216
2015-11-27,-0.029334413872313614
2015-11-30,0.0013690706778635524
2015-12-01,0.015571286317037821
2015-12-02,-0.012366779872275338
2015-12-03,-0.010651584776717349
2015-12-04,-0.00670090270967838
2015-12-07,0.03151141389872051
2015-12-08,-0.006274857348478768
2015-12-09,0.01739335679537246
2015-12-10,-0.007406869763182018
2015-12-11,-0.038922037946097054
2015-12-14,0.02162421293376608
2015-12-15,0.0420490509809196
2015-12-16,0.06711557173186822
2015-12-17,0.036135019597176354
