,Long
2020-01-02,0.08030392373068129
2020-01-03,0.08382832269560876
2020-01-06,0.10346797906528245
2020-01-07,0.10126232726328148
2020-01-08,0.1256116057745756
2020-01-09,0.0520691497741869
2020-01-10,-0.005165663628072951
2020-01-13,0.008920923145187257
2020-01-14,0.024521209467013676
2020-01-15,0.005350264207392892
2020-01-16,-0.06194950387078635
2020-01-17,-0.06928775670449479
2020-01-20,-0.05838764676536327
2020-01-21,-0.10478280578769494
2020-01-22,-0.11107768765046289
2020-01-30,-0.07042670084089397
2020-01-31,-0.02206270318716978
2020-02-03,0.021741227650114364
2020-02-04,0.024886359587960444
2020-02-05,0.008312670538914121
2020-02-06,-0.018754337780241753
2020-02-07,-0.002403918555935506
2020-02-10,-0.021058800575740094
2020-02-11,-0.01786807146116609
2020-02-12,-0.027729011999837867
2020-02-13,-0.022502322066397722
2020-02-14,-0.030251048256899653
2020-02-17,-0.020563083775473927
2020-02-18,-0.004212016710005114
2020-02-19,-0.0162908907086264
2020-02-20,-0.03335374353790033
2020-02-21,-0.04346915031708776
2020-02-24,-0.08202972884807325
2020-02-25,-0.09793526268850443
2020-02-26,-0.1453047797826457
2020-02-27,-0.14618146452157432
2020-02-28,-0.1777490578437446
2020-03-02,-0.18734840236850894
2020-03-03,-0.19999012631108062
2020-03-04,-0.1493518182491368
2020-03-05,-0.21208788208720444
2020-03-06,-0.2513883246360351
2020-03-09,-0.24046788967248237
2020-03-10,-0.23737145695061876
2020-03-11,-0.1782844465764408
2020-03-12,-0.09930182094171396
2020-03-13,-0.11092175826361439
2020-03-16,-0.10963784942221759
2020-03-17,-0.07736956488212506
2020-03-18,-0.05619938157124086
2020-03-19,0.029257113066574785
2020-03-20,0.0346872436509702
2020-03-23,0.18067229531361942
2020-03-24,0.18602849978206093
2020-03-25,0.12835860051981438
2020-03-26,0.10204797457628005
2020-03-27,0.1448143235038392
2020-03-30,0.2118557589886354
2020-03-31,0.21124719829100655
2020-04-01,0.16767147736030363
2020-04-03,0.12637794977138692
2020-04-06,0.047602824046495816
2020-04-07,0.035487616101672094
2020-04-08,0.054548882430168755
2020-04-09,0.02912242108407459
2020-04-10,0.03702378871471009
2020-04-13,0.028664722852080105
2020-04-14,0.0005793779735749164
2020-04-15,-0.010250683924013071
2020-04-16,-0.01863250735726374
2020-04-17,-0.023961815899154654
2020-04-20,-0.008776186508499354
2020-04-21,0.05616392679841805
2020-04-22,0.07164168866009672
2020-04-23,0.06943072236424401
2020-04-24,0.08159410054320408
2020-04-27,0.095812920538859
2020-04-28,0.09905224260046637
2020-04-29,0.08220777338860234
2020-05-04,0.1063558062503902
2020-05-05,0.100752083933855
2020-05-06,0.0796550669574072
2020-05-07,0.0769781068784056
2020-05-08,0.05536660634838131
2020-05-11,0.05041773416997075
2020-05-12,0.04057581110645788
2020-05-13,-0.009994585329469433
2020-05-14,-0.004623466956964177
2020-05-15,0.02346685761398093
2020-05-18,0.020822686565889963
2020-05-19,0.013940211633568326
2020-05-20,0.01892885254090478
2020-05-21,0.01412929796959661
2020-05-22,0.029184449086474846
2020-05-25,0.04109152213688253
2020-05-26,0.037193998311036015
2020-05-27,0.05882115875205544
2020-05-28,0.01393581229777785
2020-05-29,0.02954142580712567
2020-06-01,-0.05918660473265155
2020-06-02,0.0074295865129369405
2020-06-03,0.021183666410570973
2020-06-04,-0.06927359640289632
2020-06-05,0.018459855301156274
