,Long
2020-06-08,-0.014196874573215649
2020-06-09,-0.014703547289598587
2020-06-10,-0.03177224797369512
2020-06-11,0.03719761473274952
2020-06-12,-0.012295180875268485
2020-06-15,-0.016057461037087457
2020-06-16,-0.05997156142558239
2020-06-17,-0.024592312338502748
2020-06-18,-0.030534430136344937
2020-06-19,-0.05515357459198359
2020-06-22,-0.023270930472121327
2020-06-23,-0.009957581802267171
2020-06-24,0.005506857610831288
2020-06-25,0.02511750682623252
2020-06-26,0.015594752911019083
2020-06-29,0.04477957066878776
2020-06-30,0.06293408184279585
2020-07-01,0.04475685371517657
2020-07-02,0.05546526651326755
2020-07-03,0.03701494295454425
2020-07-06,0.009714594183602062
2020-07-07,0.010013978446454649
2020-07-08,-0.002470684785980263
2020-07-09,-0.002414534692927258
2020-07-10,-0.0096691902693683
2020-07-13,-0.08189342497793684
2020-07-14,-0.04915897236249859
2020-07-15,-0.08503136276573364
2020-07-16,-0.071932708005505
2020-07-17,-0.09143153131478887
2020-07-20,-0.06172534940987836
2020-07-21,-0.04261233561609571
2020-07-22,-0.021060188705015803
2020-07-23,-0.013646714360621703
2020-07-24,0.01400836279767644
2020-07-27,0.07188005351909443
2020-07-28,0.024832208082125568
2020-07-29,0.053123188690027634
2020-07-30,0.08023073119848452
2020-07-31,0.0928292871105761
2020-08-03,0.06100329650210227
2020-08-04,0.028375349337798655
2020-08-05,0.016119799651991656
2020-08-06,0.01614636034294133
2020-08-07,0.03829735458531358
2020-08-10,0.057069487275555275
2020-08-11,0.051847896151253924
2020-08-12,0.03435684321631897
2020-08-13,0.03930876545500742
2020-08-14,0.03943382721034213
2020-08-17,0.03772862069064775
2020-08-18,0.04326601595011015
2020-08-19,0.04774114183564763
2020-08-20,0.04044836794104478
2020-08-21,0.017496409651638716
2020-08-24,0.010173679665474852
2020-08-25,-0.009168491322396647
2020-08-26,8.985433335569523e-06
2020-08-27,-0.003789274744272301
2020-08-28,0.0020836470040930624
2020-08-31,0.016154470847518126
2020-09-01,0.01631420256543803
2020-09-03,0.0119138235948932
2020-09-04,0.03130783331104969
2020-09-07,0.062284800662159544
2020-09-08,0.04816979210275211
2020-09-09,0.06695523300475892
2020-09-10,0.06236265472214764
2020-09-11,0.06149923160030113
2020-09-14,0.06942542276517834
2020-09-15,0.03355421646122777
2020-09-16,0.03148493819722916
2020-09-17,0.06381835438587391
2020-09-18,0.03671747683840768
2020-09-21,0.037413222166588676
2020-09-22,0.0359159021283284
2020-09-23,0.03520183388751389
2020-09-24,0.02841058931893392
2020-09-25,0.029287606043455778
2020-09-28,0.020163748035923208
2020-09-29,0.022242911759875843
2020-09-30,0.016704757425685113
2020-10-01,0.006548638572507315
2020-10-02,0.02341477235723266
2020-10-05,0.007576886299063094
2020-10-06,0.015073897666101269
2020-10-07,0.03364967729504231
2020-10-08,0.04275835687614219
2020-10-09,0.049291987388685676
2020-10-12,0.016551857260422336
2020-10-13,0.0039016941324942303
2020-10-14,-0.011765146492546933
2020-10-15,-0.0046356486089710325
2020-10-16,-0.011842811978366896
2020-10-19,-0.019932708482010713
2020-10-20,-0.008021507256513368
2020-10-21,-0.022192965936219926
2020-10-22,-0.01822865527699591
2020-10-23,-0.027491408934707917
2020-10-26,-0.009456264775413725
2020-10-27,0.007518796992481184
2020-10-28,0.00986818067256349
2020-10-29,0.009259958900598386
2020-10-30,0.0
2020-11-02,0.017974691421129618
2020-11-03,0.02877323870239838
2020-11-04,0.042958170439299836
2020-11-05,0.10396216367710827
2020-11-06,0.10990325193545229
2020-11-09,0.11998036597446811
2020-11-10,0.113581015601728
2020-11-11,0.08905347290598242
2020-11-12,0.08364476766064806
2020-11-13,0.057441578750313305
2020-11-16,0.08416576595079832
2020-11-17,0.0578073701368765
2020-11-18,0.04550288267273069
2020-11-19,0.05667562044646216
2020-11-20,0.040166144615026246
2020-11-23,0.04492366519403457
2020-11-24,0.0508315315013661
2020-11-25,0.053595126354036036
2020-11-26,0.014965410067541226
2020-11-27,0.009679142900096341
2020-11-30,0.03854023205844115
2020-12-01,0.0010488885452239656
2020-12-02,0.026148186580355892
2020-12-03,0.07367775171769353
2020-12-04,0.1098788978049509
2020-12-07,0.1328082373456052
2020-12-08,0.005149596562504651
2020-12-09,0.007057725852449163
2020-12-10,0.0008440987979236129
2020-12-11,-0.003847017769194272
2020-12-14,0.00031802009041648205
2020-12-15,0.008039251588577212
2020-12-16,0.008946264640561882
2020-12-17,0.021052076036805218
