,Long
2018-01-02,0.08928168328536483
2018-01-03,0.06338742354578016
2018-01-04,0.06026151938144483
2018-01-05,0.051714190873511034
2018-01-08,0.04474933716874263
2018-01-09,0.016216255041030043
2018-01-10,-0.011090337198739642
2018-01-11,-0.03398302887777863
2018-01-12,0.1026983118950906
2018-01-15,0.0044839725395116785
2018-01-16,0.014294840054526933
2018-01-17,0.07035199689603237
2018-01-18,0.004323293035043345
2018-01-19,-0.021279305507015067
2018-01-22,-0.04346723761601967
2018-01-25,-0.05339635688889736
2018-01-26,-0.12919256994398867
2018-01-29,-0.0984345454549237
2018-01-30,-0.06350168673368477
2018-01-31,-0.035677971732005674
2018-02-01,-0.028133466410723968
2018-02-02,0.01603258424508928
2018-02-05,0.032964995943580044
2018-02-06,0.09887441913142132
2018-02-07,0.03526788310659579
2018-02-08,0.06252260656951421
2018-02-09,0.09548448792512265
2018-02-12,0.045714849500742005
2018-02-13,0.023404408996745524
2018-02-21,-0.007399979054804902
2018-02-22,0.01180286851354991
2018-02-23,0.005665917787195163
2018-02-26,-0.03966102299719054
2018-02-27,-0.0065674084842774665
2018-02-28,0.002051763845806187
2018-03-01,-0.06479998935124247
2018-03-02,-0.01934158598715674
2018-03-05,-0.029356116367031726
2018-03-06,0.011051821636810141
2018-03-07,0.09227929368118182
2018-03-08,0.06361074517459153
2018-03-09,0.05684240552022742
2018-03-12,0.054219872387654945
2018-03-13,0.02978392743700024
2018-03-14,0.026005278459524384
2018-03-15,-0.012429097296653683
2018-03-16,0.011259611595993832
2018-03-19,0.013094304447504515
2018-03-20,-0.020454538598753163
2018-03-21,-0.05133447160504767
2018-03-22,-0.013447098373563985
2018-03-23,-0.0017250525551198252
2018-03-26,0.01761061905347124
2018-03-27,0.03501104504678202
2018-03-28,0.042724592936694394
2018-03-29,0.04483569794696122
2018-03-30,0.004197573196812317
2018-04-02,-0.03360384544821323
2018-04-03,0.005321470176933074
2018-04-04,-0.010441833143301457
2018-04-05,-0.06852783409333596
2018-04-06,-0.04162602051612448
2018-04-09,-0.0650399096039741
2018-04-10,-0.060886187811817795
2018-04-11,-0.07529592537404173
2018-04-12,-0.07338344080106347
2018-04-13,-0.09084591647649376
2018-04-16,-0.10136586233267224
2018-04-17,-0.09818334205288493
2018-04-18,-0.056185266609625674
2018-04-19,-0.05849529125657715
2018-04-20,-0.0742166108862546
2018-04-23,-0.043549990734257214
2018-04-24,-0.027787860068688348
2018-04-26,0.0016268043524815996
2018-04-27,-0.0068852621920903285
2018-05-02,0.0073528136980121435
2018-05-03,-0.02824815779124427
2018-05-04,0.046393695512484956
2018-05-07,0.06408003172406988
2018-05-08,0.01216019371374725
2018-05-09,-0.04430181689554469
2018-05-10,0.013726219925316197
2018-05-11,-0.013217184400659665
2018-05-14,-0.07669773807945941
2018-05-15,-0.07318853878068687
2018-05-16,-0.08382126678205644
2018-05-17,-0.023432106575530114
2018-05-18,-0.03597770314974835
2018-05-21,-0.0002557635322029128
2018-05-22,0.03420205041220762
2018-05-23,0.04966369453817202
2018-05-24,0.08429352641933778
2018-05-25,0.053646288082439764
2018-05-28,0.108936714057835
2018-05-29,0.03939477303988995
2018-05-30,0.04495004409035941
2018-05-31,0.07098947793911085
2018-06-01,0.05332142882529552
2018-06-04,-0.00040214955485103526
2018-06-05,-0.038028499155694694
2018-06-06,-0.03651152398597268
2018-06-07,-0.06034422615592842
2018-06-08,-0.05134801769329452
2018-06-11,-0.026514346331979948
2018-06-12,-0.02118253469446944
2018-06-13,-0.027493487710935034
2018-06-14,-0.03814433659588109
2018-06-15,-0.03714563072177964
2018-06-18,-0.001971799636124335
2018-06-19,0.0030398612053559315
2018-06-20,-0.0587514954426149
2018-06-21,-0.06616295969030901
2018-06-22,-0.06388694070679135
2018-06-25,-0.07235553674271626
2018-06-26,-0.09075889563871069
2018-06-27,-0.11734610727810028
2018-06-28,-0.058955487661903616
2018-06-29,-0.08662174281710615
2018-07-02,-0.03834781728855859
2018-07-03,-0.014221034125665296
2018-07-04,0.004695843721048624
2018-07-05,-0.02738634909208511
2018-07-06,0.013520123628392352
2018-07-09,0.012599758574144785
2018-07-10,0.007647671801024473
2018-07-11,0.03867942205126518
2018-07-12,0.03325232024800817
2018-07-13,0.026120633420968487
2018-07-16,0.052917234825002435
2018-07-17,0.05291370897241617
2018-07-18,0.03570892994709044
2018-07-19,0.028101051869347488
2018-07-20,0.019741561336104534
2018-07-23,0.015828081693997038
2018-07-24,0.018376741933365175
2018-07-25,0.024103827710686605
2018-07-26,0.03491375654910859
2018-07-27,0.03551785110651225
2018-07-30,0.044681373025620995
2018-07-31,0.03469028284805975
2018-08-01,0.014241719583909592
2018-08-02,0.0009726471459515403
2018-08-03,0.000720104725880281
2018-08-06,-0.02495125534055927
2018-08-07,0.00412980244369084
2018-08-08,0.0034191347410444197
2018-08-09,-0.012348331336407522
2018-08-10,-0.00469319506684925
2018-08-13,0.002388980287933514
2018-08-14,0.019558131965345282
2018-08-15,0.03723436958562413
2018-08-16,0.06061114468601684
2018-08-17,0.049416792758712504
2018-08-20,0.0010354934760248662
2018-08-21,0.006956080340776512
2018-08-22,-0.0007094473091581918
2018-08-23,0.017749531272768276
2018-08-24,-0.0057533727934721
2018-08-27,-0.004319700162692934
2018-08-28,0.009854321549113402
2018-08-29,0.020238979471218776
2018-08-30,0.010076006515719197
2018-08-31,0.033616362176847124
2018-09-04,0.06390495227882316
2018-09-05,0.050253214353829644
2018-09-06,-0.002714025230153331
2018-09-07,-0.02551629653853397
2018-09-10,0.014496536169367228
2018-09-11,0.018270158349215304
2018-09-12,0.026102146707511098
2018-09-13,0.013072112182490011
2018-09-14,0.03235357376577356
2018-09-17,0.030315888404661928
2018-09-18,0.015464874158161779
2018-09-19,0.009010427931984996
2018-09-20,0.011673343808356421
2018-09-21,0.021317652369877555
2018-09-24,0.02051371411461374
2018-09-25,0.01353607400804798
2018-09-26,0.0054754103960374945
2018-09-27,-0.023352020801899093
2018-09-28,-0.022145916064643667
2018-10-01,-0.032660196803100026
2018-10-02,-0.010030925461634754
2018-10-03,-0.006973027088725492
2018-10-04,-0.048805958682878105
2018-10-05,-0.019455344876220432
2018-10-08,-0.05581749546275805
2018-10-09,-0.07627183947941048
2018-10-10,-0.10254179058487849
2018-10-11,-0.04035550803125872
2018-10-12,-0.048411042749083366
2018-10-15,-0.08070240898971666
2018-10-16,-0.05022177247603147
2018-10-17,-0.09511915712419483
2018-10-18,-0.054184563540381515
2018-10-19,-0.07294633104481985
2018-10-22,-0.04748004435362637
2018-10-23,-0.02008406947583541
2018-10-24,-0.01181225417458076
2018-10-25,0.011871094328354537
2018-10-26,0.0010316753663511442
2018-10-29,0.0065845822082005
2018-10-30,0.03059285061938673
2018-10-31,-0.019938143517702917
2018-11-01,0.007565397106160813
2018-11-02,-0.03344073222300559
2018-11-05,-0.029397315964652487
2018-11-06,8.883190920006001e-05
2018-11-07,-0.0011057717688649493
2018-11-08,-0.0026651100327971613
2018-11-09,-0.011376401616400042
2018-11-12,0.005686004160602609
2018-11-13,0.050726089608149096
2018-11-14,0.05572217799969829
2018-11-15,0.04906237266522484
2018-11-16,0.007077808872544685
2018-11-19,0.05325174369400646
2018-11-20,0.05639732804002947
2018-11-21,0.03686895028528673
2018-11-22,0.021638579827842824
2018-11-23,0.036324503327641665
2018-11-26,0.04092399737358606
2018-11-27,0.04578343293754927
2018-11-28,0.038859124428428794
2018-11-29,0.05337987719791933
2018-11-30,0.03850585960614509
2018-12-03,-0.008355301962524764
2018-12-04,-0.022138195530378286
2018-12-05,-0.060882017120788924
2018-12-06,-0.062215899973688
2018-12-07,-0.027711615272207002
2018-12-10,-0.029783302700384245
2018-12-11,-0.05159781448353995
2018-12-12,-0.064886055622705
2018-12-13,-0.058455726628075855
2018-12-14,-0.004601095810663036
