,Index
2016-07-15,KDC-REE-KBC
2016-07-18,KDC-KBC-REE
2016-07-19,KDC-KBC-REE
2016-07-20,KDC-HVG-REE
2016-07-21,KDC-REE-KBC
2016-07-22,REE-KDC-KBC
2016-07-25,REE-KBC-KDC
2016-07-26,KBC-REE-KDC
2016-07-27,REE-KDC-PVT
2016-07-28,REE-KDC-PVT
2016-07-29,KBC-REE-KDC
2016-08-01,REE-KBC-PVT
2016-08-02,KBC-REE-PVT
2016-08-03,REE-KBC-PVT
2016-08-04,REE-KBC-GMD
2016-08-05,REE-KBC-GMD
2016-08-08,REE-KBC-GMD
2016-08-09,REE-KBC-HSG
2016-08-10,REE-KBC-CII
2016-08-11,REE-KBC-VSH
2016-08-12,REE-KBC-CII
2016-08-15,REE-PVT-CII
2016-08-16,REE-CII-KBC
2016-08-17,REE-PVT-CII
2016-08-18,PVT-REE-VSH
2016-08-19,PVT-REE-CTG
2016-08-22,PVT-REE-CTG
2016-08-23,PVT-REE-CTG
2016-08-24,PVT-REE-CTG
2016-08-25,PVT-CTG-MBB
2016-08-26,PVT-MBB-CTG
2016-08-29,MBB-VSH-CTG
2016-08-30,MBB-VSH-CTG
2016-08-31,MBB-VSH-CTG
2016-09-01,MBB-VSH-DPM
2016-09-05,MBB-VSH-HVG
2016-09-06,MBB-VSH-HVG
2016-09-07,MBB-HVG-PPC
2016-09-08,HVG-MBB-PPC
2016-09-09,HVG-MBB-PPC
2016-09-12,HVG-PPC-MBB
2016-09-13,HVG-PPC-MBB
2016-09-14,HVG-PPC-MBB
2016-09-15,HVG-PPC-FLC
2016-09-16,HPG-HVG-PPC
2016-09-19,HPG-FLC-HVG
2016-09-20,HPG-FLC-HVG
2016-09-21,HPG-FLC-PPC
2016-09-22,FLC-HVG-PPC
2016-09-23,FLC-HAG-HVG
2016-09-26,FLC-HAG-DPM
2016-09-27,FLC-HAG-DPM
2016-09-28,FLC-HAG-DPM
2016-09-29,FLC-HAG-DPM
2016-09-30,FLC-HAG-DPM
2016-10-03,FLC-DPM-HAG
2016-10-04,FLC-DPM-HAG
2016-10-05,FLC-DPM-HAG
2016-10-06,FLC-DPM-HAG
2016-10-07,FLC-DPM-HAG
2016-10-10,FLC-DPM-KDC
2016-10-11,DPM-FLC-FPT
2016-10-12,DPM-FLC-FPT
2016-10-13,DPM-FPT-FLC
2016-10-14,DPM-FPT-KDC
2016-10-17,FPT-DPM-KDC
2016-10-18,FPT-DPM-KDC
2016-10-19,FPT-DPM-KDC
2016-10-20,FPT-HSG-KDC
2016-10-21,FPT-HAG-HSG
2016-10-24,FPT-DPM-PVD
2016-10-25,FPT-HAG-DPM
2016-10-26,FPT-DPM-PVD
2016-10-27,FPT-HAG-DPM
2016-10-28,FPT-HAG-PVD
2016-10-31,FPT-PVD-CTG
2016-11-01,FPT-PVD-HAG
2016-11-02,FPT-PVD-MSN
2016-11-03,FPT-PVD-REE
2016-11-04,REE-FPT-PVD
2016-11-07,REE-PVD-KBC
2016-11-08,REE-PVD-MSN
2016-11-09,REE-VSH-PVD
2016-11-10,REE-VSH-PVD
2016-11-11,REE-VSH-PVD
2016-11-14,REE-PVD-MBB
2016-11-15,REE-PVD-MBB
2016-11-16,REE-MBB-PVD
2016-11-17,MBB-PVD-REE
2016-11-18,STB-HHS-MBB
2016-11-21,STB-PVD-MBB
2016-11-22,PVD-STB-MBB
2016-11-23,PVD-STB-PVT
2016-11-24,STB-PVD-PVT
2016-11-25,STB-PVT-MBB
2016-11-28,PVD-STB-PVT
2016-11-29,STB-PVD-PVT
2016-11-30,STB-PVD-ITA
2016-12-01,PVD-STB-ITA
2016-12-02,STB-PVD-PVT
2016-12-05,STB-PVD-ITA
2016-12-06,ITA-STB-PVT
2016-12-07,ITA-HCM-STB
2016-12-08,STB-ITA-HCM
2016-12-09,STB-HCM-ITA
2016-12-12,HCM-STB-MBB
2016-12-13,HCM-ITA-STB
2016-12-14,HCM-ITA-STB
2016-12-15,HCM-STB-ITA
2016-12-16,HCM-STB-VIC
