,Index
2017-05-19,MBB-CTG-VCB
2017-05-22,MBB-SSI-CTG
2017-05-23,MBB-SSI-CTG
2017-05-24,MBB-SSI-CTG
2017-05-25,SSI-MBB-CTG
2017-05-26,MBB-SSI-CTG
2017-05-29,MBB-VCB-CTG
2017-05-30,MBB-KDC-VCB
2017-05-31,MBB-KDC-GMD
2017-06-01,MBB-GMD-KDC
2017-06-02,MBB-VCB-KDC
2017-06-05,MBB-GMD-VCB
2017-06-06,GMD-MBB-KDC
2017-06-07,GMD-PPC-KDC
2017-06-08,GMD-PPC-KDC
2017-06-09,GMD-PPC-KDC
2017-06-12,GMD-PPC-KDC
2017-06-13,GMD-PPC-KDC
2017-06-14,GMD-PPC-FLC
2017-06-15,PPC-GMD-FLC
2017-06-16,PPC-FLC-HPG
2017-06-19,FLC-PPC-GMD
2017-06-20,PPC-FLC-GMD
2017-06-21,FLC-PPC-ITA
2017-06-22,FLC-ITA-PPC
2017-06-23,ITA-FLC-PPC
2017-06-26,FLC-SBT-HCM
2017-06-27,FLC-PPC-SBT
2017-06-28,FLC-PPC-VIC
2017-06-29,FLC-PPC-VIC
2017-06-30,FLC-HNG-KDC
2017-07-03,FLC-HNG-KDC
2017-07-04,FLC-HNG-KDC
2017-07-05,HNG-FLC-KDC
2017-07-06,HNG-FLC-KDC
2017-07-07,HNG-FLC-KDC
2017-07-10,HNG-FLC-KDC
2017-07-11,FLC-KDC-PVD
2017-07-12,FLC-KDC-HNG
2017-07-13,FLC-KDC-SBT
2017-07-14,FLC-SBT-KDC
2017-07-17,FLC-CII-PVD
2017-07-18,CII-FLC-KDC
2017-07-19,CII-KDC-PVD
2017-07-20,KDC-SBT-PVD
2017-07-21,KDC-SBT-PVD
2017-07-24,KDC-SBT-PVD
2017-07-25,KDC-STB-SBT
2017-07-26,KDC-SBT-STB
2017-07-27,KDC-KBC-STB
2017-07-28,KDC-DPM-STB
2017-07-31,KDC-DPM-STB
2017-08-01,KDC-DPM-STB
2017-08-02,KDC-DPM-GMD
2017-08-03,KDC-DPM-GMD
2017-08-04,KDC-DPM-GMD
2017-08-07,KDC-DPM-GMD
2017-08-08,KDC-DPM-GMD
2017-08-09,KDC-DPM-GMD
2017-08-10,KDC-DPM-GMD
2017-08-11,KDC-DPM-GMD
2017-08-14,KDC-DPM-KBC
2017-08-15,KDC-DPM-GMD
2017-08-16,KDC-DPM-GMD
2017-08-17,KDC-DPM-GMD
2017-08-18,KDC-DPM-CII
2017-08-21,KDC-DPM-CII
2017-08-22,KDC-DPM-CII
2017-08-23,KDC-DPM-HAG
2017-08-24,KDC-HAG-BID
2017-08-25,KDC-HAG-BID
2017-08-28,KDC-HAG-BID
2017-08-29,KDC-HAG-BID
2017-08-30,HNG-KDC-BID
2017-08-31,BID-HAG-KDC
2017-09-01,BID-HAG-KDC
2017-09-05,HAG-NT2-KDC
2017-09-06,HAG-PPC-NT2
2017-09-07,PPC-BID-GAS
2017-09-08,BID-PPC-GAS
2017-09-11,PPC-BID-GAS
2017-09-12,PPC-BID-GAS
2017-09-13,PPC-BID-STB
2017-09-14,PPC-BID-STB
2017-09-15,PPC-BID-STB
2017-09-18,PPC-STB-BID
2017-09-19,PPC-STB-GAS
2017-09-20,PPC-STB-GAS
2017-09-21,STB-PPC-BID
2017-09-22,PPC-STB-GAS
2017-09-25,PPC-STB-BID
2017-09-26,PPC-STB-DPM
2017-09-27,STB-DPM-GAS
2017-09-28,DPM-STB-BID
2017-09-29,DPM-BID-GAS
2017-10-02,DPM-PPC-BID
2017-10-03,DPM-PPC-GAS
2017-10-04,DPM-GAS-HSG
2017-10-05,DPM-GAS-HSG
2017-10-06,DPM-HSG-CII
2017-10-09,DPM-HSG-CII
2017-10-10,DPM-HSG-CII
2017-10-11,DPM-HSG-CII
2017-10-12,DPM-HSG-CII
2017-10-13,DPM-HSG-CII
2017-10-16,DPM-HSG-CII
2017-10-17,DPM-HSG-KBC
2017-10-18,DPM-HSG-NT2
2017-10-19,DPM-NT2-KBC
2017-10-20,DPM-NT2-KBC
2017-10-23,DPM-BVH-KBC
2017-10-24,DPM-BVH-KBC
2017-10-25,DPM-BVH-FLC
2017-10-26,BVH-DPM-NT2
2017-10-27,DPM-BVH-NT2
2017-10-30,DPM-BVH-NT2
2017-10-31,DPM-BVH-NT2
2017-11-01,FLC-BVH-DPM
2017-11-02,FLC-BVH-DPM
2017-11-03,FLC-DPM-BVH
2017-11-06,DPM-BVH-PVD
2017-11-07,DPM-PVD-NT2
2017-11-08,FLC-DPM-PVD
2017-11-09,FLC-DPM-CTG
2017-11-10,FLC-DPM-PVD
2017-11-13,DPM-PVD-ITA
2017-11-14,FLC-DPM-ITA
2017-11-15,FLC-DPM-ITA
2017-11-16,FLC-PVD-ITA
2017-11-17,FLC-PVD-BVH
2017-11-20,FLC-PVD-BVH
2017-11-21,FLC-PVD-KBC
2017-11-22,PVD-KBC-ITA
2017-11-23,KBC-PVD-ITA
2017-11-24,KBC-PVD-ITA
2017-11-27,FLC-KBC-PVD
2017-11-28,PVD-KBC-VNM
2017-11-29,ITA-PVD-VNM
2017-11-30,ITA-VNM-BVH
2017-12-01,ITA-BVH-VNM
2017-12-04,BVH-ITA-VNM
2017-12-05,MWG-BVH-VNM
2017-12-06,MWG-NT2-BVH
2017-12-07,MWG-NT2-BVH
2017-12-08,NT2-MWG-BVH
2017-12-11,NT2-BVH-VNM
2017-12-12,NT2-BVH-VNM
2017-12-13,NT2-BVH-VNM
2017-12-14,NT2-BVH-VNM
2017-12-15,NT2-BVH-VNM
