,Long
2017-05-26,0.022306377587353543
2017-05-29,0.028289183713908872
2017-05-30,0.05997808515181472
2017-05-31,0.06084488996498871
2017-06-01,0.044157746519306075
2017-06-02,0.07441282198390027
2017-06-05,0.07986550798353227
2017-06-06,0.08265699042068353
2017-06-07,0.03173101275565604
2017-06-08,0.020966372586384008
2017-06-09,0.02385714566580714
2017-06-12,0.022785272723190603
2017-06-13,0.020040195549473044
2017-06-14,0.019845797088931194
2017-06-15,0.022357796994237455
2017-06-16,0.012426319867400318
2017-06-19,-0.008672469906026844
2017-06-20,-0.0057336567007017685
2017-06-21,0.049019607843137226
2017-06-22,0.05014749262536874
2017-06-23,0.044573643410852716
2017-06-26,-0.00047257557987171833
2017-06-27,-0.0009448825653615526
2017-06-28,0.0011779318424264644
2017-06-29,0.001968214988648187
2017-06-30,0.001792086005898345
2017-07-03,-0.0014336688047186612
2017-07-04,-0.010143248321681675
2017-07-05,-0.011879618936643207
2017-07-06,-0.010526150824330838
2017-07-07,-0.003584172011796616
2017-07-10,-0.0028922164928107583
2017-07-11,-0.01564222632557144
2017-07-12,-0.007090581650380567
2017-07-13,0.04393894404005261
2017-07-14,0.02482374070911919
2017-07-17,-0.04191948795261491
2017-07-18,-0.04505982890781701
2017-07-19,0.003777983024339441
2017-07-20,0.04305570972382444
2017-07-21,0.05220872913070418
2017-07-24,0.04395481242946172
2017-07-25,-0.06254706920051296
2017-07-26,-0.11140833894687592
2017-07-27,-0.049693849571159375
2017-07-28,-0.04338737799677087
2017-07-31,-0.038873708500648786
2017-08-01,-0.045347178026629686
2017-08-02,3.133127390934446e-05
2017-08-03,-0.015822427643519005
2017-08-04,-0.023540525737919094
2017-08-07,-0.031960098725635766
2017-08-08,-0.029989410586624594
2017-08-09,-0.015017440506408334
2017-08-10,-0.01460350311366839
2017-08-11,-0.00689018366549828
2017-08-14,0.00525725725665623
2017-08-15,0.005990589953127253
2017-08-16,-0.0013977452309502276
2017-08-17,0.008861830890204684
2017-08-18,-0.003153351195680646
2017-08-21,-0.004727666585589503
2017-08-22,-0.00987865304648361
2017-08-23,0.00987710919563863
2017-08-24,0.019495631446927158
2017-08-25,0.013738481011663342
2017-08-28,0.014419307136504486
2017-08-29,0.016846670280104375
2017-08-30,0.02402005249702725
2017-08-31,-0.0007350846993143071
2017-09-01,-0.003430424384811929
2017-09-05,-0.011673128021987797
2017-09-06,-0.004520076605966168
2017-09-07,0.013050439823938461
2017-09-08,0.015026063638992282
2017-09-11,0.02101184016098608
2017-09-12,0.021210399210513858
2017-09-13,0.01686127850558457
2017-09-14,0.00949958185815225
2017-09-15,0.01591245223715117
2017-09-18,0.0011150072026822795
2017-09-19,0.01626389416825143
2017-09-20,0.022602448881989295
2017-09-21,-0.0008186420708912548
2017-09-22,0.018239123130825468
2017-09-25,-0.0024706420141514807
2017-09-26,-0.0005975952560888231
2017-09-27,-0.028113597155199527
2017-09-28,-0.02233983931674725
2017-09-29,0.010884495551410911
2017-10-02,0.004433104109193731
2017-10-03,-0.005117664468188399
2017-10-04,-0.02517039072717468
2017-10-05,-0.007272389381942301
2017-10-06,-0.012681826626129822
2017-10-09,-0.024115770563883105
2017-10-10,-0.03701492020707683
2017-10-11,-0.061212533527816526
2017-10-12,-0.06551216406881821
2017-10-13,-0.07733312540205965
2017-10-16,-0.10815870828731718
2017-10-17,-0.07853826680715
2017-10-18,-0.06013626104356865
2017-10-19,-0.03389457289472464
2017-10-20,-0.016381010503575915
2017-10-23,-0.04998316300363529
2017-10-24,-0.04641671068787693
2017-10-25,-0.03701423228071277
2017-10-26,-0.020834067995462762
2017-10-27,-0.022485890733220642
2017-10-30,0.0041601751305616235
2017-10-31,0.026513433569074468
2017-11-01,0.007732655735268342
2017-11-02,0.0237636761694832
2017-11-03,0.020360469682307498
2017-11-06,0.05373980931529957
2017-11-07,0.01446475218224578
2017-11-08,0.030928271526605267
2017-11-09,0.07658015027043374
2017-11-10,0.0456097809129948
2017-11-13,0.029952267102286195
2017-11-14,0.0073161033797216985
2017-11-15,0.009707457332031932
2017-11-16,0.016807672004946
2017-11-17,0.08080007301515939
2017-11-20,0.09968547101718528
2017-11-21,0.07485522447520965
2017-11-22,0.07574128734424275
2017-11-23,0.05232109340215244
2017-11-24,0.03163764442049355
2017-11-27,0.008558866316007885
2017-11-28,0.04246034692356171
2017-11-29,0.059762489569750166
2017-11-30,0.010505781886031388
2017-12-01,-0.018618199221866322
2017-12-04,-0.008286118560205521
2017-12-05,0.02203430618162816
2017-12-06,-0.0009245833158580963
2017-12-07,-0.013481273819559806
2017-12-08,-0.0013395956994929719
2017-12-11,0.04257979579977622
2017-12-12,0.06418304843073108
2017-12-13,0.0800702051076545
2017-12-14,0.06920418980517884
2017-12-15,0.08694878006285574
